PMID,Title,Publication Date,Abstract,FullTextLink,Cleaned_Title,Cleaned_Abstract,Processed_Text,Assigned_Category
32917485,The healthcare burden and associated adverse events from total alloplastic temporomandibular joint replacement: a national United States perspective.,"Sep, 2020",The purpose of this study was to provide a United States perspective on alloplastic total joint replacement. We sought to estimate the inpatient burden and report the most common adverse events using two administrative datasets. The National Inpatient Sample was queried from October 2015 to December 2016 for total joint replacement admissions using International Classification of Diseases 10,No Full Text Available,the healthcare burden and associated adverse events from total alloplastic temporomandibular joint replacement a national united states perspective,the purpose of this study was to provide a united states perspective on alloplastic total joint replacement we sought to estimate the inpatient burden and report the most common adverse events using two administrative datasets the national inpatient sample was queried from october  to december  for total joint replacement admissions using international classification of diseases ,healthcare burden associated adverse event total alloplastic temporomandibular joint replacement national united state perspective purpose study provide united state perspective alloplastic total joint replacement sought estimate inpatient burden report common adverse event using two administrative datasets national inpatient sample queried october december total joint replacement admission using international classification disease,Uncertain
32966907,A cross-sectional analysis of 1347 complications for cervical disc replacements from medical device reports maintained by the United States Food and Drug Administration.,"Sep, 2020","BACKGROUND CONTEXT: Cervical disc replacement (CDR) has increased in popularity over the past decade based on published outcomes from FDA IDE studies with narrowly defined inclusion and exclusion criteria. A low rate of complications was noted in these studies. The broader complication profile for CDR in widespread clinical practice has yet to be described. PURPOSE: To outline the complications reported to the FDA regarding commonly used CDR products STUDY DESIGN/SETTING: Retrospective database review PATIENT SAMPLE: Nationwide database of reported complications related to CDR products from patients across the country OUTCOME MEASURES: Complications related to CDR METHODS: We queried the MAUDE database and Alternative Summary Reporting (ASR) data files submitted between January 2005 to March 2020. The complications listed for seven FDA-approved CDR implants were analyzed. The entries in the databases were cataloged for complication type, date of entry, source of report, and whether the investigation was ""complete"". Reports that had too little information to extract relevant data were excluded. RESULTS: There were 1,517 entries identified in the MAUDE database. After removal of duplicate entries and entries without sufficient information, there were 1,347 entries analyzed. The top five complications were (1) migration of implant (338 entries, 25.2%) (2) insertion problem/failure (312 entries, 23.3%) (3) neck pain (203 entries, 15.2%) (4) heterotopic ossification (108 entries, 8.1%) and (5) radiculopathy (90 entries, 8.1%). The number of analyzed implant-related MAUDE entries and most common implant-related complication for each implant was 209 entries for insertion problem/failure for Mobi-C; 158 entries for migration of implant for ProDisc-C; 154 entries for insertion problem/failure for Bryan cervical disc; 130 entries for migration of implant for Prestige cervical disc; 49 entries for migration of implant for PCM cervical disc; 12 entries for migration of implant for M6 and 10 entries for migration of implant for Secure-C. Only 263 entries (19.5%) were deemed ""complete"". Most entries were from the manufacturer/company representative/distributor (923 entries, 70%). There were no entries related to cervical disc replacement devices within the ASR data. CONCLUSIONS: The MAUDE database highlights complications related to CDR implants that may not be emphasized in currently published studies. It is important to understand this broad complication profile for CDR to ensure safe utilization of this new technology.",No Full Text Available,a crosssectional analysis of  complications for cervical disc replacements from medical device reports maintained by the united states food and drug administration,background context cervical disc replacement cdr has increased in popularity over the past decade based on published outcomes from fda ide studies with narrowly defined inclusion and exclusion criteria a low rate of complications was noted in these studies the broader complication profile for cdr in widespread clinical practice has yet to be described purpose to outline the complications reported to the fda regarding commonly used cdr products study designsetting retrospective database review patient sample nationwide database of reported complications related to cdr products from patients across the country outcome measures complications related to cdr methods we queried the maude database and alternative summary reporting asr data files submitted between january  to march  the complications listed for seven fdaapproved cdr implants were analyzed the entries in the databases were cataloged for complication type date of entry source of report and whether the investigation was complete reports that had too little information to extract relevant data were excluded results there were  entries identified in the maude database after removal of duplicate entries and entries without sufficient information there were  entries analyzed the top five complications were  migration of implant  entries   insertion problemfailure  entries   neck pain  entries   heterotopic ossification  entries  and  radiculopathy  entries  the number of analyzed implantrelated maude entries and most common implantrelated complication for each implant was  entries for insertion problemfailure for mobic  entries for migration of implant for prodiscc  entries for insertion problemfailure for bryan cervical disc  entries for migration of implant for prestige cervical disc  entries for migration of implant for pcm cervical disc  entries for migration of implant for m and  entries for migration of implant for securec only  entries  were deemed complete most entries were from the manufacturercompany representativedistributor  entries  there were no entries related to cervical disc replacement devices within the asr data conclusions the maude database highlights complications related to cdr implants that may not be emphasized in currently published studies it is important to understand this broad complication profile for cdr to ensure safe utilization of this new technology,crosssectional analysis complication cervical disc replacement medical device report maintained united state food drug administration background context cervical disc replacement cdr increased popularity past decade based published outcome fda ide study narrowly defined inclusion exclusion criterion low rate complication noted study broader complication profile cdr widespread clinical practice yet described purpose outline complication reported fda regarding commonly used cdr product study designsetting retrospective database review patient sample nationwide database reported complication related cdr product patient across country outcome measure complication related cdr method queried maude database alternative summary reporting asr data file submitted january march complication listed seven fdaapproved cdr implant analyzed entry database cataloged complication type date entry source report whether investigation complete report little information extract relevant data excluded result entry identified maude database removal duplicate entry entry without sufficient information entry analyzed top five complication migration implant entry insertion problemfailure entry neck pain entry heterotopic ossification entry radiculopathy entry number analyzed implantrelated maude entry common implantrelated complication implant entry insertion problemfailure mobic entry migration implant prodiscc entry insertion problemfailure bryan cervical disc entry migration implant prestige cervical disc entry migration implant pcm cervical disc entry migration implant entry migration implant securec entry deemed complete entry manufacturercompany representativedistributor entry entry related cervical disc replacement device within asr data conclusion maude database highlight complication related cdr implant may emphasized currently published study important understand broad complication profile cdr ensure safe utilization new technology,Uncertain
32910629,Questioning the Use of the Manufacturer and User Facility Device Experience Database (MAUDE) to Compare Implant Performance.,"Sep, 2020","In reading Klima's study “Comparison of Early Fatigue Failure of the TFNa and Gamma 3 Cephalomedullary Nails in the United States from 2015 to 2019,” 1 I was anticipating information on how these implants compare and why these early failures may occur based on the stated purpose to “compare reports of implant fatigue failure submitted to the FDA of 2 commonly used cephalomedullary nails.” 1 However, by using the Manufacturer and User Facility Device Experience Database (MAUDE) 2 [which houses Medical Device Reports",No Full Text Available,questioning the use of the manufacturer and user facility device experience database maude to compare implant performance,in reading klimas study comparison of early fatigue failure of the tfna and gamma  cephalomedullary nails in the united states from  to   i was anticipating information on how these implants compare and why these early failures may occur based on the stated purpose to compare reports of implant fatigue failure submitted to the fda of  commonly used cephalomedullary nails  however by using the manufacturer and user facility device experience database maude  which houses medical device reports,questioning use manufacturer user facility device experience database maude compare implant performance reading klimas study comparison early fatigue failure tfna gamma cephalomedullary nail united state anticipating information implant compare early failure may occur based stated purpose compare report implant fatigue failure submitted fda commonly used cephalomedullary nail however using manufacturer user facility device experience database maude house medical device report,Uncertain
32900228,More Focus is Needed to Reduce Adverse Events for Diabetes Devices.,"Sep, 2020","Advances in devices for people with diabetes have demonstrated many improvements; yet, the number of adverse events has almost doubled from 2018 to 2019. It is a challenge to examine these events due to a difficult query tool on the FDA website. There are several possible reasons why effort is not devoted to decreasing the number of adverse events including the fact that user error is a common cause. This commentary serves to raise awareness of the adverse event problem.",No Full Text Available,more focus is needed to reduce adverse events for diabetes devices,advances in devices for people with diabetes have demonstrated many improvements yet the number of adverse events has almost doubled from  to  it is a challenge to examine these events due to a difficult query tool on the fda website there are several possible reasons why effort is not devoted to decreasing the number of adverse events including the fact that user error is a common cause this commentary serves to raise awareness of the adverse event problem,focus needed reduce adverse event diabetes device advance device people diabetes demonstrated many improvement yet number adverse event almost doubled challenge examine event due difficult query tool fda website several possible reason effort devoted decreasing number adverse event including fact user error common cause commentary serf raise awareness adverse event problem,Medical Device Safety Incidents
32880188,An Analysis of 2019 FDA Adverse Events for Two Insulin Pumps and Two Continuous Glucose Monitors.,"Sep, 2020","US Food and Drug Administration adverse event data for 2019 were analyzed for two insulin pumps and two continuous glucose monitors (CGMs). The analyses were selective-they were guided by the text described in the adverse events. They included (1) percent using auto mode for the Medtronic 670G pump, (2) distributions of hyper and hypo glucose values for Medtronic and Tandem pumps, (3) a Parkes error grid for Dexcom CGM vs glucose meter when the complaint was inaccuracy, and (4) the most frequent events for Abbott Freestyle. We found that for the 670G pump, there were more hypo events when auto mode was on than when auto mode was off. With Dexcom CGMs, users complained about inaccurate result when most results were in the B zone. With the Abbott Freestyle, the most frequent adverse event was an allergic skin reaction.",Error Fetching Full Text Link,an analysis of  fda adverse events for two insulin pumps and two continuous glucose monitors,us food and drug administration adverse event data for  were analyzed for two insulin pumps and two continuous glucose monitors cgms the analyses were selectivethey were guided by the text described in the adverse events they included  percent using auto mode for the medtronic g pump  distributions of hyper and hypo glucose values for medtronic and tandem pumps  a parkes error grid for dexcom cgm vs glucose meter when the complaint was inaccuracy and  the most frequent events for abbott freestyle we found that for the g pump there were more hypo events when auto mode was on than when auto mode was off with dexcom cgms users complained about inaccurate result when most results were in the b zone with the abbott freestyle the most frequent adverse event was an allergic skin reaction,analysis fda adverse event two insulin pump two continuous glucose monitor u food drug administration adverse event data analyzed two insulin pump two continuous glucose monitor cgms analysis selectivethey guided text described adverse event included percent using auto mode medtronic g pump distribution hyper hypo glucose value medtronic tandem pump parkes error grid dexcom cgm v glucose meter complaint inaccuracy frequent event abbott freestyle found g pump hypo event auto mode auto mode dexcom cgms user complained inaccurate result result b zone abbott freestyle frequent adverse event allergic skin reaction,Medical Device Safety Incidents
32804270,Electromagnetic interference on cardiac pacemakers and implantable cardioverter defibrillators during endoscopy as reported to the US Federal Drug Administration.,"Aug, 2020","INTRODUCTION: More than 3 million patients have a cardiac implanted electronic device (CIED) such as a pacemaker or implanted cardioverter-defibrillator in the USA. These devices are susceptible to electromagnetic interference (EMI) leading to malfunction and injury. Radiofrequency energy, the most common modality for obtaining hemostasis during endoscopy, is the most common source of EMI. Few studies have evaluated the effect of endoscopic radiofrequency energy on CIEDs. We aim to characterize CIED dysfunction related to endoscopic procedures. We hypothesize that EMI from endoscopic energy can result in patient injury. METHODS: We queried the Manufacturer and User Facility Device Experience (MAUDE) database for CIED dysfunction related to electrosurgical devices over a 10-year period (2009-2019). CIED dysfunction events were identified using seven problem codes (malfunction, electromagnetic interference, ambient noise, pacing problem, over-sensing, inappropriate shock, defibrillation). These were cross-referenced for the terms ""cautery, electrocautery, endoscopy, esophagus, colonoscopy, colon, esophagoscopy, and esophagogastroduodenoscopy."" Reports were individually reviewed to confirm and characterize CIED malfunction due to an endoscopic procedure. RESULTS: A search for CIED dysfunction resulted in 43,759 reports. Three hundred and eleven reports (0.7%) were associated with electrocautery, and of these, 45 reports (14.5%) included endoscopy. Ten reports involving endoscopy (22%) specified upper (3, 7%) or lower (7, 16%) endoscopy while the remainder were non-specific. Twenty-six of reports involving endoscopy (58%) suffered injury because of CIED dysfunction: Of these, 17 (65%) received inappropriate shocks, 5 (19%) had pacing inhibition with bradycardia or asystole, 3 (12%) had CIED damage requiring explant and replacement, and 1 (4%) patient suffered ventricular tachycardia requiring hospital admission. CONCLUSION: The use of energy during endoscopy can cause dysfunction of CIEDs. This most commonly results in inappropriate defibrillation, symptomatic bradycardia, and asystole. Patients with CIEDs undergoing endoscopy should undergo pre- and post-procedure device interrogation and re-programming to avoid patient injury.",No Full Text Available,electromagnetic interference on cardiac pacemakers and implantable cardioverter defibrillators during endoscopy as reported to the us federal drug administration,introduction more than  million patients have a cardiac implanted electronic device cied such as a pacemaker or implanted cardioverterdefibrillator in the usa these devices are susceptible to electromagnetic interference emi leading to malfunction and injury radiofrequency energy the most common modality for obtaining hemostasis during endoscopy is the most common source of emi few studies have evaluated the effect of endoscopic radiofrequency energy on cieds we aim to characterize cied dysfunction related to endoscopic procedures we hypothesize that emi from endoscopic energy can result in patient injury methods we queried the manufacturer and user facility device experience maude database for cied dysfunction related to electrosurgical devices over a year period  cied dysfunction events were identified using seven problem codes malfunction electromagnetic interference ambient noise pacing problem oversensing inappropriate shock defibrillation these were crossreferenced for the terms cautery electrocautery endoscopy esophagus colonoscopy colon esophagoscopy and esophagogastroduodenoscopy reports were individually reviewed to confirm and characterize cied malfunction due to an endoscopic procedure results a search for cied dysfunction resulted in  reports three hundred and eleven reports  were associated with electrocautery and of these  reports  included endoscopy ten reports involving endoscopy  specified upper   or lower   endoscopy while the remainder were nonspecific twentysix of reports involving endoscopy  suffered injury because of cied dysfunction of these   received inappropriate shocks   had pacing inhibition with bradycardia or asystole   had cied damage requiring explant and replacement and   patient suffered ventricular tachycardia requiring hospital admission conclusion the use of energy during endoscopy can cause dysfunction of cieds this most commonly results in inappropriate defibrillation symptomatic bradycardia and asystole patients with cieds undergoing endoscopy should undergo pre and postprocedure device interrogation and reprogramming to avoid patient injury,electromagnetic interference cardiac pacemaker implantable cardioverter defibrillator endoscopy reported u federal drug administration introduction million patient cardiac implanted electronic device cied pacemaker implanted cardioverterdefibrillator usa device susceptible electromagnetic interference emi leading malfunction injury radiofrequency energy common modality obtaining hemostasis endoscopy common source emi study evaluated effect endoscopic radiofrequency energy cieds aim characterize cied dysfunction related endoscopic procedure hypothesize emi endoscopic energy result patient injury method queried manufacturer user facility device experience maude database cied dysfunction related electrosurgical device year period cied dysfunction event identified using seven problem code malfunction electromagnetic interference ambient noise pacing problem oversensing inappropriate shock defibrillation crossreferenced term cautery electrocautery endoscopy esophagus colonoscopy colon esophagoscopy esophagogastroduodenoscopy report individually reviewed confirm characterize cied malfunction due endoscopic procedure result search cied dysfunction resulted report three hundred eleven report associated electrocautery report included endoscopy ten report involving endoscopy specified upper lower endoscopy remainder nonspecific twentysix report involving endoscopy suffered injury cied dysfunction received inappropriate shock pacing inhibition bradycardia asystole cied damage requiring explant replacement patient suffered ventricular tachycardia requiring hospital admission conclusion use energy endoscopy cause dysfunction cieds commonly result inappropriate defibrillation symptomatic bradycardia asystole patient cieds undergoing endoscopy undergo pre postprocedure device interrogation reprogramming avoid patient injury,Uncertain
32796292,Vaginal laser treatment of genitourinary syndrome of menopause: does the evidence support the FDA safety communication?,"Aug, 2020","Objective: Despite reports of improved sexual and vaginal comfort without serious safety concerns, the Food and Drug Administration (FDA) issued a 2018 safety communication warning against it. We conducted a systematic literature review and surveyed both the FDA Manufacturer and User Facility Device Experience (MAUDE) and Bloomberg Law Databases to evaluate risks associated with laser treatment for GSM. Evidence Review: A systematic literature review identified articles published before September 2019. The",No Full Text Available,vaginal laser treatment of genitourinary syndrome of menopause does the evidence support the fda safety communication,objective despite reports of improved sexual and vaginal comfort without serious safety concerns the food and drug administration fda issued a  safety communication warning against it we conducted a systematic literature review and surveyed both the fda manufacturer and user facility device experience maude and bloomberg law databases to evaluate risks associated with laser treatment for gsm evidence review a systematic literature review identified articles published before september  the,vaginal laser treatment genitourinary syndrome menopause evidence support fda safety communication objective despite report improved sexual vaginal comfort without serious safety concern food drug administration fda issued safety communication warning conducted systematic literature review surveyed fda manufacturer user facility device experience maude bloomberg law database evaluate risk associated laser treatment gsm evidence review systematic literature review identified article published september,Uncertain
32737269,Adverse Events After Left Atrial Appendage Closure: Lessons Learned From the Manufacturer and User Facility Device Experience (MAUDE) Database.,"Aug, 2020","Left atrial appendage (LAA) closure devices are alternative treatments recently approved for patients with atrial fibrillation. Due to the novelty of these devices, limited postapproval surveillance data on LAA closure devices have been published. Thus, we analyzed the United States Food and Drug Administration Manufacturer and User Facility Device Experience (MAUDE) database to report these findings. The primary endpoint was final event outcome, and secondary endpoints included management strategies of reported events.",No Full Text Available,adverse events after left atrial appendage closure lessons learned from the manufacturer and user facility device experience maude database,left atrial appendage laa closure devices are alternative treatments recently approved for patients with atrial fibrillation due to the novelty of these devices limited postapproval surveillance data on laa closure devices have been published thus we analyzed the united states food and drug administration manufacturer and user facility device experience maude database to report these findings the primary endpoint was final event outcome and secondary endpoints included management strategies of reported events,adverse event left atrial appendage closure lesson learned manufacturer user facility device experience maude database left atrial appendage laa closure device alternative treatment recently approved patient atrial fibrillation due novelty device limited postapproval surveillance data laa closure device published thus analyzed united state food drug administration manufacturer user facility device experience maude database report finding primary endpoint final event outcome secondary endpoint included management strategy reported event,Uncertain
32723089,Adverse Events Related to Cartiva Hemiarthroplasty of First Metatarsal: An Analysis of Reports to the United States Food and Drug Administration.,"Jul, 2020","Background: The results supporting Cartiva, a synthetic cartilage implant (Wright Medical) in hallux rigidus have come from limited institutions creating observational bias. Complications experienced in community centers are not routinely included in the published literature. To look at a broader range of potential complications, we reviewed the United States Food and Drug Administration's (FDA) voluntary device database and compared that data with published literature. Methods: The Manufacturer and User Facility Device Experience",No Full Text Available,adverse events related to cartiva hemiarthroplasty of first metatarsal an analysis of reports to the united states food and drug administration,background the results supporting cartiva a synthetic cartilage implant wright medical in hallux rigidus have come from limited institutions creating observational bias complications experienced in community centers are not routinely included in the published literature to look at a broader range of potential complications we reviewed the united states food and drug administrations fda voluntary device database and compared that data with published literature methods the manufacturer and user facility device experience,adverse event related cartiva hemiarthroplasty first metatarsal analysis report united state food drug administration background result supporting cartiva synthetic cartilage implant wright medical hallux rigidus come limited institution creating observational bias complication experienced community center routinely included published literature look broader range potential complication reviewed united state food drug administration fda voluntary device database compared data published literature method manufacturer user facility device experience,Uncertain
32711236,Complications associated with tracheoesophageal voice prostheses from 2010 to 2020: A MAUDE study.,"Jul, 2020","PURPOSE: Tracheoesophageal puncture with voice prosthesis placement remains the gold standard for voice restoration following total laryngectomy, but may cause various complications. This study aims to summarize patient-related and device-related adverse events associated with tracheoesophageal puncture and voice prosthesis placement. MATERIALS AND METHODS: The U.S. Food and Drug Administration's Manufacturer and User Facility Device Experience database was queried for reports of adverse events related to tracheoesophageal puncture with voice prosthesis placement from January 1, 2010, to April 30, 2020. Data were extracted from reports pertaining to tracheoesophageal prostheses. RESULTS: Seventy-seven reports involving tracheoesophageal voice prostheses were identified, from which 111 adverse events were extracted. Of these, 58 (52.3%) were patient-related, while 53 (47.7%) were device-related. The most frequently reported patient-related adverse events were aspirated prosthesis (24 [41.4%]), foreign body during placement (11 [19.0%]), aspiration pneumonia (9 [15.5%]), and aspirated brush tip (8 [13.8%]). The most common device-related adverse events were detached brush tip (15 [28.3%]), leak (14 [26.4%]), and torn esophageal flange (11 [20.8%]). CONCLUSIONS: While tracheoesophageal puncture with voice prosthesis placement has revolutionized voice rehabilitation following total laryngectomy, the procedure may be associated with adverse events both at the time of placement and later. Interventions aimed at improving both physician and patient education may help reduce adverse events attributed to improper use. Further research is needed to clarify optimal approaches to education.",No Full Text Available,complications associated with tracheoesophageal voice prostheses from  to  a maude study,purpose tracheoesophageal puncture with voice prosthesis placement remains the gold standard for voice restoration following total laryngectomy but may cause various complications this study aims to summarize patientrelated and devicerelated adverse events associated with tracheoesophageal puncture and voice prosthesis placement materials and methods the us food and drug administrations manufacturer and user facility device experience database was queried for reports of adverse events related to tracheoesophageal puncture with voice prosthesis placement from january   to april   data were extracted from reports pertaining to tracheoesophageal prostheses results seventyseven reports involving tracheoesophageal voice prostheses were identified from which  adverse events were extracted of these   were patientrelated while   were devicerelated the most frequently reported patientrelated adverse events were aspirated prosthesis   foreign body during placement   aspiration pneumonia   and aspirated brush tip   the most common devicerelated adverse events were detached brush tip   leak   and torn esophageal flange   conclusions while tracheoesophageal puncture with voice prosthesis placement has revolutionized voice rehabilitation following total laryngectomy the procedure may be associated with adverse events both at the time of placement and later interventions aimed at improving both physician and patient education may help reduce adverse events attributed to improper use further research is needed to clarify optimal approaches to education,complication associated tracheoesophageal voice prosthesis maude study purpose tracheoesophageal puncture voice prosthesis placement remains gold standard voice restoration following total laryngectomy may cause various complication study aim summarize patientrelated devicerelated adverse event associated tracheoesophageal puncture voice prosthesis placement material method u food drug administration manufacturer user facility device experience database queried report adverse event related tracheoesophageal puncture voice prosthesis placement january april data extracted report pertaining tracheoesophageal prosthesis result seventyseven report involving tracheoesophageal voice prosthesis identified adverse event extracted patientrelated devicerelated frequently reported patientrelated adverse event aspirated prosthesis foreign body placement aspiration pneumonia aspirated brush tip common devicerelated adverse event detached brush tip leak torn esophageal flange conclusion tracheoesophageal puncture voice prosthesis placement revolutionized voice rehabilitation following total laryngectomy procedure may associated adverse event time placement later intervention aimed improving physician patient education may help reduce adverse event attributed improper use research needed clarify optimal approach education,Uncertain
32660346,Adverse Events Associated With Laser Use in the Upper Airway.,"Jul, 2020","OBJECTIVE: Surgical lasers are used extensively in head and neck surgery. Laser use in the upper airway offers many advantages but also presents risks to patients and operators that are not reported comprehensively. This study aims to summarize device malfunctions, patient complications, and subsequent interventions related to laser use in the upper airway. METHODS: The US Food and Drug Administration's Manufacturer and User Facility Device Experience database was queried for reports of surgical laser adverse events from January 2010 to March 2020. Data were extracted from reports pertaining to the upper airway. RESULTS: Sixty-two reports involving upper airway laser use in an operating room were identified, from which 95 events were extracted. Of these, 40 (42.1%) were adverse events to patients, 2 (2.1%) adverse events to operators, and 53 (55.8%) device malfunctions. Dislodgement of laser fiber in the airway (23 [57.5%]), burn (8 [20%]), and scar (5 [12.5%]) were the most common adverse events to patients. Two incidents of eye exposure through unfiltered microscope lenses were the only adverse events to operators. Fiber break (26 [49.1%]) and flare (12 [22.6%]) were the most common device malfunctions. DISCUSSION: Surgical lasers have demonstrated utility in head and neck surgery but are associated with risks. This study discusses adverse events and device malfunctions associated with airway laser surgery and emphasizes shortcomings in current reporting. IMPLICATIONS FOR PRACTICE: Standardized reporting and multi-institutional research are needed to better understand adverse events related to surgical laser use and to allow accurate estimation of their prevalence.",No Full Text Available,adverse events associated with laser use in the upper airway,objective surgical lasers are used extensively in head and neck surgery laser use in the upper airway offers many advantages but also presents risks to patients and operators that are not reported comprehensively this study aims to summarize device malfunctions patient complications and subsequent interventions related to laser use in the upper airway methods the us food and drug administrations manufacturer and user facility device experience database was queried for reports of surgical laser adverse events from january  to march  data were extracted from reports pertaining to the upper airway results sixtytwo reports involving upper airway laser use in an operating room were identified from which  events were extracted of these   were adverse events to patients   adverse events to operators and   device malfunctions dislodgement of laser fiber in the airway   burn   and scar   were the most common adverse events to patients two incidents of eye exposure through unfiltered microscope lenses were the only adverse events to operators fiber break   and flare   were the most common device malfunctions discussion surgical lasers have demonstrated utility in head and neck surgery but are associated with risks this study discusses adverse events and device malfunctions associated with airway laser surgery and emphasizes shortcomings in current reporting implications for practice standardized reporting and multiinstitutional research are needed to better understand adverse events related to surgical laser use and to allow accurate estimation of their prevalence,adverse event associated laser use upper airway objective surgical laser used extensively head neck surgery laser use upper airway offer many advantage also present risk patient operator reported comprehensively study aim summarize device malfunction patient complication subsequent intervention related laser use upper airway method u food drug administration manufacturer user facility device experience database queried report surgical laser adverse event january march data extracted report pertaining upper airway result sixtytwo report involving upper airway laser use operating room identified event extracted adverse event patient adverse event operator device malfunction dislodgement laser fiber airway burn scar common adverse event patient two incident eye exposure unfiltered microscope lens adverse event operator fiber break flare common device malfunction discussion surgical laser demonstrated utility head neck surgery associated risk study discus adverse event device malfunction associated airway laser surgery emphasizes shortcoming current reporting implication practice standardized reporting multiinstitutional research needed better understand adverse event related surgical laser use allow accurate estimation prevalence,Uncertain
32645535,Adverse events associated with the Inspire implantable hypoglossal nerve stimulator: A MAUDE database review.,"Jul, 2020","BACKGROUND: Implantable hypoglossal nerve stimulation (HNS) has been found to be a safe and effective therapy for patients with obstructive sleep apnea, and patient adherence to treatment has been found to be as high as 86% after 12 months of therapy. OBJECTIVE: The purpose of this study is to review the medical device reports (MDRs) submitted to the Food and Drug Administration's (FDA) Manufacturer and User Device Facility Experience (MAUDE) database to identify adverse events related to HNS therapy that could hinder compliance. METHODS: A search of the FDA MAUDE database was conducted using the product code ""MNQ"" for ""Inspire stimulator for sleep apnea."" Reports of adverse events associated with Inspire for sleep apnea from January 2000 to May 2020 were included for analysis. From these included reports, event variables were collected, including event setting, adverse event to patient, iatrogenic injury, device malfunction, interventions, and root causes. Results were compiled and reviewed. RESULTS: The search query yielded 180 reports that met inclusion criteria, containing a total of 196 adverse events. The most commonly reported adverse events to patients were infection (n = 50, 34.2%), neuropraxia (n = 22, 15.1%) and hematoma/seroma (n = 17, 11.6%). A total of 83 adverse events (42.3%) required reoperation. The most common reoperations performed for adverse events to patients were explantation (n = 30, 46.2%) and device repositioning/lead revision (n = 24, 36.9%), while the most common reoperation performed for device malfunctions was device replacement (n = 10, 55.6%). CONCLUSION: In attempting to further improve patient compliance, understanding these device malfunctions and adverse events related to HNS implantation or usage is crucial for the identification of potential causes of patient non-adherence.",No Full Text Available,adverse events associated with the inspire implantable hypoglossal nerve stimulator a maude database review,background implantable hypoglossal nerve stimulation hns has been found to be a safe and effective therapy for patients with obstructive sleep apnea and patient adherence to treatment has been found to be as high as  after  months of therapy objective the purpose of this study is to review the medical device reports mdrs submitted to the food and drug administrations fda manufacturer and user device facility experience maude database to identify adverse events related to hns therapy that could hinder compliance methods a search of the fda maude database was conducted using the product code mnq for inspire stimulator for sleep apnea reports of adverse events associated with inspire for sleep apnea from january  to may  were included for analysis from these included reports event variables were collected including event setting adverse event to patient iatrogenic injury device malfunction interventions and root causes results were compiled and reviewed results the search query yielded  reports that met inclusion criteria containing a total of  adverse events the most commonly reported adverse events to patients were infection n    neuropraxia n    and hematomaseroma n    a total of  adverse events  required reoperation the most common reoperations performed for adverse events to patients were explantation n    and device repositioninglead revision n    while the most common reoperation performed for device malfunctions was device replacement n    conclusion in attempting to further improve patient compliance understanding these device malfunctions and adverse events related to hns implantation or usage is crucial for the identification of potential causes of patient nonadherence,adverse event associated inspire implantable hypoglossal nerve stimulator maude database review background implantable hypoglossal nerve stimulation hn found safe effective therapy patient obstructive sleep apnea patient adherence treatment found high month therapy objective purpose study review medical device report mdrs submitted food drug administration fda manufacturer user device facility experience maude database identify adverse event related hn therapy could hinder compliance method search fda maude database conducted using product code mnq inspire stimulator sleep apnea report adverse event associated inspire sleep apnea january may included analysis included report event variable collected including event setting adverse event patient iatrogenic injury device malfunction intervention root cause result compiled reviewed result search query yielded report met inclusion criterion containing total adverse event commonly reported adverse event patient infection n neuropraxia n hematomaseroma n total adverse event required reoperation common reoperations performed adverse event patient explantation n device repositioninglead revision n common reoperation performed device malfunction device replacement n conclusion attempting improve patient compliance understanding device malfunction adverse event related hn implantation usage crucial identification potential cause patient nonadherence,Uncertain
